sequence_name	coding_score	classification
XR_001780384.2	0.16414	noncoding
XR_879386.3	0.03467	noncoding
XR_879390.3	0.04820	noncoding
XR_003950216.1	0.22635	noncoding
XR_872013.3	0.04438	noncoding
XR_876623.3	0.41592	noncoding
XR_001783520.2	0.23234	noncoding
NR_165795.1	0.27786	noncoding
NR_165796.1	0.18003	noncoding
XR_876625.3	0.41666	noncoding
XR_879384.3	0.08869	noncoding
XR_001780145.2	0.15708	noncoding
XR_003950625.1	0.00872	noncoding
XR_003952578.1	0.04479	noncoding
XR_001784440.2	0.17051	noncoding
XR_003947403.1	0.20950	noncoding
XR_867745.1	0.48771	noncoding
XR_879385.3	0.07035	noncoding
XR_001782691.2	0.04344	noncoding
XR_003947434.1	0.32758	noncoding
NR_165799.1	0.18183	noncoding
XR_003947474.1	0.11720	noncoding
XR_003947475.1	0.05608	noncoding
XR_001780387.2	0.08668	noncoding
XR_376868.3	0.03680	noncoding
XR_001780695.2	0.30516	noncoding
XR_878509.3	0.12420	noncoding
XR_003955936.1	0.24503	noncoding
XR_389391.4	0.00857	noncoding
XR_385021.4	0.59838	coding
XR_875454.2	0.23849	noncoding
XR_003952580.1	0.04415	noncoding
XR_865391.1	0.13291	noncoding
XR_877954.3	0.05360	noncoding
XR_003946833.1	0.05615	noncoding
XR_003947476.1	0.02956	noncoding
XR_878084.3	0.08656	noncoding
XR_003950673.1	0.21035	noncoding
XR_872911.3	0.02274	noncoding
XR_373206.3	0.17845	noncoding
XR_381219.3	0.01640	noncoding
XR_001780696.2	0.16489	noncoding
XR_003955282.1	0.06131	noncoding
XR_003948070.1	0.05199	noncoding
NR_045641.1	0.05994	noncoding
XR_003955871.1	0.48178	noncoding
NM_001368686.1	0.35185	noncoding
XR_389394.4	0.00884	noncoding
XR_003951590.1	0.08852	noncoding
XR_003953877.1	0.03847	noncoding
NR_165798.1	0.18384	noncoding
XR_879039.3	0.13635	noncoding
XR_003950640.1	0.28059	noncoding
XR_003953783.1	0.07476	noncoding
XR_870875.2	0.02894	noncoding
XR_003953879.1	0.23901	noncoding
XR_003954008.1	0.21120	noncoding
XR_003949662.1	0.15991	noncoding
XR_003951504.1	0.09126	noncoding
XR_003955289.1	0.05983	noncoding
XR_389393.4	0.00850	noncoding
XR_389395.4	0.00851	noncoding
XR_003954608.1	0.11728	noncoding
XR_003956459.1	0.32112	noncoding
XR_001781412.1	0.51394	coding
XR_003955258.1	0.07091	noncoding
XR_003951495.1	0.08880	noncoding
XR_869464.1	0.40642	noncoding
XR_386327.3	0.04659	noncoding
XR_001780699.2	0.09151	noncoding
XR_001780705.2	0.06924	noncoding
XR_003955085.1	0.06698	noncoding
XR_879078.1	0.23894	noncoding
XR_003954603.1	0.43745	noncoding
XR_877633.2	0.01528	noncoding
XR_872014.2	0.01567	noncoding
XR_003954604.1	0.43397	noncoding
XR_876927.2	0.09517	noncoding
XR_003946779.1	0.95777	coding
XR_389397.4	0.00873	noncoding
XR_001780090.2	0.36870	noncoding
XR_877243.2	0.11639	noncoding
XR_383696.2	0.14968	noncoding
XR_003953758.1	0.01213	noncoding
XR_866566.2	0.02756	noncoding
XR_003952579.1	0.04578	noncoding
XR_003946709.1	0.18268	noncoding
XR_003952393.1	0.00778	noncoding
XR_001782665.2	0.02520	noncoding
XR_870988.2	0.08355	noncoding
XR_003952585.1	0.03106	noncoding
XR_865864.1	0.18337	noncoding
XR_001780703.2	0.15413	noncoding
XR_003948901.1	0.06878	noncoding
XR_001785287.2	0.52310	coding
XR_003946708.1	0.08514	noncoding
XR_881155.3	0.02978	noncoding
XR_001780697.2	0.30775	noncoding
XR_872604.2	0.01637	noncoding
XM_017319316.2	0.99461	coding
XR_387129.2	0.72851	coding
XR_877950.3	0.12763	noncoding
NM_001111274.1	0.56837	coding
XR_003952927.1	0.02490	noncoding
XR_875063.3	0.04409	noncoding
XR_003947436.1	0.11803	noncoding
XR_001783293.2	0.18106	noncoding
XR_878083.3	0.03864	noncoding
XR_003954042.1	0.18383	noncoding
XR_001781213.1	0.25368	noncoding
XR_389606.3	0.09688	noncoding
XR_867513.2	0.23059	noncoding
XR_003951592.1	0.06839	noncoding
XR_003947490.1	0.10775	noncoding
NR_002847.3	0.73412	coding
XM_017313812.2	0.66801	coding
XR_390443.2	0.14515	noncoding
XR_379717.3	0.10992	noncoding
XR_382886.2	0.12799	noncoding
XR_869114.3	0.08090	noncoding
XR_878309.1	0.70999	coding
NR_166896.1	0.03302	noncoding
XR_880758.2	0.22786	noncoding
XR_382888.2	0.12845	noncoding
XM_017319453.2	0.38604	noncoding
XR_001779250.2	0.07567	noncoding
XR_877635.2	0.02089	noncoding
XR_871331.2	0.03595	noncoding
XR_003953047.1	0.02396	noncoding
XR_869274.2	0.32526	noncoding
XR_001781214.1	0.38872	noncoding
XR_877236.3	0.05500	noncoding
XR_881158.3	0.04391	noncoding
XR_003955937.1	0.16463	noncoding
XR_867744.1	0.46130	noncoding
XR_873932.2	0.06898	noncoding
XR_390444.4	0.08261	noncoding
XR_001779208.2	0.22815	noncoding
XR_003948593.1	0.03749	noncoding
XM_006513264.4	0.88315	coding
XM_030244505.1	0.13889	noncoding
XR_003947613.1	0.04814	noncoding
XR_873946.1	0.32905	noncoding
XR_877634.2	0.02968	noncoding
XR_003949538.1	0.06551	noncoding
XR_880203.3	0.03943	noncoding
XR_384626.3	0.08240	noncoding
XM_017313811.1	0.60932	coding
XR_003954579.1	0.01623	noncoding
XR_003949857.1	0.08031	noncoding
XR_389670.3	0.22788	noncoding
XR_876966.1	0.07135	noncoding
XR_003946712.1	0.14680	noncoding
XR_003951594.1	0.06828	noncoding
XR_140563.4	0.22795	noncoding
XR_869277.2	0.18814	noncoding
XR_868388.3	0.03072	noncoding
XR_001781215.1	0.08376	noncoding
XR_878308.1	0.74901	coding
XR_001781216.1	0.22694	noncoding
XM_030247911.1	0.88764	coding
XR_381032.3	0.10802	noncoding
XR_001780385.2	0.06757	noncoding
XM_030245776.1	0.99833	coding
XR_876928.3	0.12185	noncoding
XR_875409.3	0.42391	noncoding
XR_001780541.2	0.27415	noncoding
XR_876127.2	0.01287	noncoding
XR_003949628.1	0.08078	noncoding
XR_872307.2	0.25600	noncoding
XR_872607.1	0.00802	noncoding
XR_003950268.1	0.14142	noncoding
XR_003950180.1	0.08856	noncoding
XR_381097.4	0.30669	noncoding
XR_003955283.1	0.06180	noncoding
XR_003951545.1	0.54912	coding
XR_870964.2	0.12760	noncoding
XR_001778499.1	0.25959	noncoding
XR_003952320.1	0.05488	noncoding
XR_003947473.1	0.04411	noncoding
XM_011238424.3	0.99826	coding
XR_877338.3	0.07823	noncoding
XR_867498.3	0.15551	noncoding
XR_382889.2	0.12631	noncoding
XR_001785306.1	0.11257	noncoding
XR_872365.2	0.03637	noncoding
XR_877089.2	0.06732	noncoding
XR_880204.3	0.04043	noncoding
XR_870906.2	0.05368	noncoding
NR_002322.2	0.09195	noncoding
XR_381342.3	0.08790	noncoding
XR_381385.4	0.24629	noncoding
NR_030690.1	0.33655	noncoding
XR_877328.2	0.06602	noncoding
XR_875545.1	0.08359	noncoding
XR_875408.2	0.29619	noncoding
XR_389672.2	0.22824	noncoding
XR_375186.4	0.19121	noncoding
XR_003951210.1	0.21628	noncoding
XR_869276.2	0.13873	noncoding
XR_003951648.1	0.01607	noncoding
XR_003956007.1	0.32144	noncoding
XR_003950162.1	0.22477	noncoding
XR_001778377.2	0.50460	coding
XR_003946792.1	0.24544	noncoding
XR_001779176.2	0.15927	noncoding
XR_867500.3	0.03516	noncoding
XR_003952353.1	0.34294	noncoding
XR_003956386.1	0.65958	coding
XR_003947477.1	0.38385	noncoding
XR_001782638.2	0.18093	noncoding
XR_003954461.1	0.38754	noncoding
XR_375899.4	0.14059	noncoding
XR_389678.3	0.03691	noncoding
XR_001783845.2	0.18565	noncoding
XR_003946692.1	0.08474	noncoding
NM_001284329.1	0.89844	coding
XR_003955276.1	0.31623	noncoding
XR_003948071.1	0.05049	noncoding
XR_003946809.1	0.07361	noncoding
XR_003950252.1	0.24319	noncoding
XR_001778502.1	0.22341	noncoding
XR_869849.2	0.03626	noncoding
XR_003947424.1	0.03623	noncoding
XR_003955940.1	0.43047	noncoding
XR_003950663.1	0.01046	noncoding
XR_877056.2	0.10028	noncoding
XR_003949626.1	0.37495	noncoding
XR_882558.3	0.14802	noncoding
NM_001033636.4	0.68702	coding
XR_001780202.1	0.14341	noncoding
XR_003951064.1	0.06261	noncoding
XR_001781714.2	0.10111	noncoding
XR_003950142.1	0.49599	noncoding
XM_011238425.2	0.99822	coding
XR_877245.2	0.19554	noncoding
XR_003956387.1	0.80651	coding
XR_001780933.2	0.06424	noncoding
XR_003951228.1	0.14036	noncoding
XR_373380.2	0.34650	noncoding
XR_001778503.1	0.07487	noncoding
XR_871001.3	0.02277	noncoding
XR_003955257.1	0.42629	noncoding
XR_003948859.1	0.11857	noncoding
XR_003947425.1	0.03664	noncoding
XR_387068.3	0.04548	noncoding
XR_877339.3	0.07712	noncoding
XR_003948759.1	0.04015	noncoding
XR_105484.4	0.24025	noncoding
XR_382843.4	0.05082	noncoding
XR_381259.3	0.12953	noncoding
XR_001783374.2	0.23267	noncoding
XR_003955412.1	0.03607	noncoding
XR_001785303.2	0.11392	noncoding
XR_001779553.2	0.62410	coding
XR_872255.2	0.02547	noncoding
XR_003956354.1	0.11156	noncoding
XR_376078.3	0.42395	noncoding
NM_010050.4	0.39174	noncoding
XR_003948192.1	0.05618	noncoding
XM_017320348.2	0.20566	noncoding
XR_003947421.1	0.04472	noncoding
XR_001782310.2	0.81862	coding
XR_001783561.2	0.12863	noncoding
XR_389058.4	0.03310	noncoding
XR_001783562.2	0.21612	noncoding
XR_003956529.1	0.05297	noncoding
XR_003950271.1	0.05389	noncoding
XR_379296.4	0.22136	noncoding
XR_001779548.2	0.03094	noncoding
XR_003948207.1	0.28454	noncoding
XR_874396.3	0.37165	noncoding
XR_001778297.1	0.14814	noncoding
XR_001783375.2	0.44068	noncoding
XR_874004.3	0.04644	noncoding
XR_001780542.2	0.04151	noncoding
XR_003954511.1	0.07633	noncoding
XR_001779329.1	0.33193	noncoding
XR_867750.1	0.52871	coding
XR_385412.4	0.37407	noncoding
XR_390809.4	0.12017	noncoding
XR_870776.3	0.15967	noncoding
XR_875865.2	0.03622	noncoding
XR_003948900.1	0.02521	noncoding
XM_030255550.1	0.98873	coding
XR_003948193.1	0.05588	noncoding
XR_003954580.1	0.01651	noncoding
XR_388618.4	0.01856	noncoding
NR_153311.1	0.38104	noncoding
XR_001784562.2	0.09673	noncoding
NR_033228.1	0.90112	coding
XR_877234.2	0.17423	noncoding
XR_873241.3	0.22976	noncoding
XR_001783377.2	0.58115	coding
XR_001785334.1	0.13715	noncoding
XR_001783565.2	0.18903	noncoding
XR_386884.4	0.01361	noncoding
XR_003949540.1	0.39271	noncoding
XR_003955281.1	0.38911	noncoding
XR_003954698.1	0.14476	noncoding
XR_874886.3	0.54510	coding
XR_001778041.2	0.11061	noncoding
XR_877447.2	0.01520	noncoding
XR_001783376.2	0.61961	coding
XR_391538.3	0.12006	noncoding
XR_001780173.1	0.05585	noncoding
XR_001784583.2	0.05332	noncoding
XR_003955922.1	0.07034	noncoding
XR_867499.3	0.17262	noncoding
XR_003950119.1	0.12069	noncoding
XR_003952589.1	0.12514	noncoding
XR_003950120.1	0.11979	noncoding
XR_003947459.1	0.10115	noncoding
XR_003953900.1	0.25221	noncoding
XR_878615.3	0.02469	noncoding
XR_388620.4	0.01587	noncoding
XR_876801.2	0.35234	noncoding
XR_003952942.1	0.11012	noncoding
XR_878112.3	0.04180	noncoding
XR_003946816.1	0.08287	noncoding
XR_879826.3	0.08993	noncoding
XR_870303.3	0.29351	noncoding
XR_876310.2	0.19184	noncoding
XR_003946817.1	0.10090	noncoding
XR_877235.2	0.37698	noncoding
XR_001780724.2	0.38809	noncoding
XR_003947469.1	0.26462	noncoding
XR_003949566.1	0.17176	noncoding
XR_882220.2	0.27909	noncoding
XR_003952588.1	0.25200	noncoding
XR_866555.2	0.03059	noncoding
XR_387382.1	0.01726	noncoding
XR_389059.4	0.03344	noncoding
XR_003948887.1	0.46573	noncoding
XR_003953574.1	0.46573	noncoding
XR_003948888.1	0.44671	noncoding
XR_003953575.1	0.44671	noncoding
XR_003951546.1	0.62294	coding
XR_003946729.1	0.13162	noncoding
XR_003947770.1	0.01678	noncoding
XR_386655.3	0.32323	noncoding
XR_001778062.2	0.09620	noncoding
XR_875455.2	0.25645	noncoding
XR_003952383.1	0.26608	noncoding
XR_872376.1	0.05693	noncoding
XR_376466.4	0.11812	noncoding
XR_003950253.1	0.38114	noncoding
NR_038021.1	0.04504	noncoding
XR_877241.2	0.11323	noncoding
XR_001778505.1	0.20435	noncoding
XR_373381.2	0.11595	noncoding
XR_877250.2	0.22461	noncoding
XR_001778501.1	0.27034	noncoding
XR_865389.1	0.23886	noncoding
XR_003950251.1	0.38675	noncoding
XR_001783522.2	0.25120	noncoding
XR_001783557.2	0.15983	noncoding
XR_375194.3	0.29816	noncoding
XR_003955827.1	0.09116	noncoding
XR_384625.3	0.20757	noncoding
XR_871788.3	0.45038	noncoding
XR_003953581.1	0.45038	noncoding
XR_003948890.1	0.66476	coding
XR_003953579.1	0.66476	coding
XR_003948891.1	0.54238	coding
XR_003953580.1	0.54238	coding
XR_001785308.2	0.10794	noncoding
XR_388057.4	0.49431	noncoding
XR_870907.2	0.02120	noncoding
XR_001784565.2	0.18733	noncoding
XR_873225.1	0.02079	noncoding
XR_003953283.1	0.20573	noncoding
XR_875942.3	0.14199	noncoding
XR_882652.3	0.14199	noncoding
XR_872338.2	0.05791	noncoding
XR_001783321.1	0.00567	noncoding
XR_872337.2	0.05839	noncoding
XR_001780698.2	0.30219	noncoding
XR_001784034.2	0.03635	noncoding
XR_381803.4	0.20358	noncoding
XR_003955898.1	0.03422	noncoding
XR_384163.3	0.50493	coding
XR_001783563.2	0.16316	noncoding
XR_389518.3	0.11172	noncoding
XR_003948139.1	0.02384	noncoding
NM_001271768.1	0.99303	coding
XM_006495655.4	0.98973	coding
XR_003954029.1	0.04172	noncoding
XR_874891.1	0.20957	noncoding
XR_877242.2	0.07630	noncoding
XR_001781294.2	0.05130	noncoding
XR_867286.2	0.08130	noncoding
XR_003953830.1	0.37779	noncoding
XR_865581.1	0.20761	noncoding
XR_873945.1	0.04948	noncoding
XR_001784254.1	0.06349	noncoding
XR_867288.2	0.08621	noncoding
XR_001782317.2	0.15072	noncoding
XR_867749.1	0.52121	coding
XR_003954670.1	0.12128	noncoding
XR_003953045.1	0.04898	noncoding
XR_869289.3	0.13620	noncoding
XR_003952357.1	0.15300	noncoding
XR_003951845.1	0.05836	noncoding
XR_003953802.1	0.18394	noncoding
XR_868231.3	0.12371	noncoding
XR_003951023.1	0.07551	noncoding
XR_876311.2	0.03462	noncoding
XR_003954096.1	0.17201	noncoding
XR_867289.2	0.08542	noncoding
XR_387384.2	0.03838	noncoding
XR_003954101.1	0.36502	noncoding
XR_378857.2	0.12282	noncoding
XR_391684.3	0.04512	noncoding
XR_865921.3	0.14701	noncoding
XR_874530.3	0.01626	noncoding
XR_003950250.1	0.60140	coding
XR_001783837.2	0.70304	coding
XR_001785259.2	0.02622	noncoding
XR_001778080.2	0.17968	noncoding
XR_876802.3	0.15691	noncoding
XR_867287.2	0.08607	noncoding
XR_003954476.1	0.74664	coding
NR_027890.1	0.72272	coding
NR_027980.1	0.24914	noncoding
XR_880475.1	0.57883	coding
XR_382897.2	0.12543	noncoding
XR_003951019.1	0.07627	noncoding
XR_871962.3	0.09953	noncoding
XR_880760.2	0.04313	noncoding
XR_003953110.1	0.20995	noncoding
XR_867291.2	0.08545	noncoding
XR_003948731.1	0.56304	coding
XR_003948341.1	0.19934	noncoding
XR_001780599.1	0.15698	noncoding
XR_001780174.2	0.06070	noncoding
XR_878695.3	0.05170	noncoding
XR_003955825.1	0.02698	noncoding
XR_375660.3	0.08047	noncoding
XR_001782486.1	0.10445	noncoding
XR_001783533.1	0.12915	noncoding
XR_001780120.1	0.20719	noncoding
XR_003952860.1	0.05962	noncoding
XR_873931.2	0.31234	noncoding
XR_003947372.1	0.57120	coding
XR_386771.3	0.13634	noncoding
XR_003952224.1	0.15683	noncoding
XR_003952873.1	0.02027	noncoding
XR_003948889.1	0.46585	noncoding
XR_003953576.1	0.46585	noncoding
XR_380688.4	0.09822	noncoding
XR_003952223.1	0.15633	noncoding
NR_038022.1	0.04833	noncoding
XR_003950254.1	0.42487	noncoding
XR_001780997.1	0.06068	noncoding
XR_003954676.1	0.27765	noncoding
XR_001784005.2	0.05872	noncoding
XR_870908.2	0.02031	noncoding
XR_868665.3	0.03746	noncoding
XR_003953822.1	0.03211	noncoding
XR_379295.4	0.49577	noncoding
XR_003953823.1	0.08038	noncoding
XR_003953956.1	0.04049	noncoding
XR_003951020.1	0.07778	noncoding
XR_001780681.2	0.42311	noncoding
XM_017321526.2	0.25915	noncoding
XR_003948892.1	0.47033	noncoding
XR_871114.2	0.02826	noncoding
XR_003953582.1	0.47033	noncoding
XR_873980.2	0.01987	noncoding
XR_003955724.1	0.03857	noncoding
NM_023585.4	0.99817	coding
XR_003951079.1	0.05359	noncoding
XR_003949682.1	0.00742	noncoding
XR_877244.2	0.10161	noncoding
XR_003951025.1	0.07714	noncoding
XR_003951118.1	0.19459	noncoding
XR_380030.3	0.10867	noncoding
XR_867507.2	0.09337	noncoding
XR_001784561.2	0.10087	noncoding
XR_001781970.1	0.11353	noncoding
XR_878307.1	0.50973	coding
XR_003946667.1	0.75224	coding
XR_875099.2	0.37409	noncoding
XR_003951649.1	0.01695	noncoding
XR_882068.2	0.03236	noncoding
XR_001783935.2	0.07751	noncoding
XR_003950690.1	0.00713	noncoding
XR_003949046.1	0.52581	coding
XR_876309.3	0.02767	noncoding
NM_001033223.2	0.85265	coding
XR_882223.2	0.27340	noncoding
XR_874887.3	0.40449	noncoding
XR_003948352.1	0.02037	noncoding
NR_015505.2	0.33280	noncoding
XR_870420.3	0.15777	noncoding
XR_390552.3	0.00928	noncoding
XR_003952352.1	0.15736	noncoding
XR_001779127.2	0.30613	noncoding
XM_006522482.4	0.94795	coding
XR_003949792.1	0.32046	noncoding
XR_375773.4	0.18705	noncoding
XR_001778544.2	0.01099	noncoding
XR_003954582.1	0.01648	noncoding
XR_375662.3	0.08451	noncoding
XR_003951652.1	0.05611	noncoding
NR_125870.1	0.99006	coding
XR_003950637.1	0.00801	noncoding
XR_003946844.1	0.05682	noncoding
XR_870648.3	0.49954	noncoding
XR_003952918.1	0.64369	coding
XR_882222.3	0.27260	noncoding
XR_003951028.1	0.07910	noncoding
NM_001159351.1	0.98601	coding
XR_003955368.1	0.03737	noncoding
XR_001783378.2	0.07474	noncoding
XR_001780940.2	0.23305	noncoding
XR_879342.3	0.06659	noncoding
XR_376235.4	0.05173	noncoding
XR_003951120.1	0.27813	noncoding
XR_867511.2	0.08277	noncoding
XR_001780936.2	0.23280	noncoding
XR_003948787.1	0.25574	noncoding
XR_386176.4	0.06835	noncoding
XR_869185.1	0.03171	noncoding
XR_870646.3	0.08198	noncoding
XR_379646.3	0.17886	noncoding
XR_001780344.2	0.26993	noncoding
XR_003956389.1	0.83538	coding
XR_880764.2	0.04551	noncoding
XM_017313792.1	0.95710	coding
XM_017313793.1	0.95604	coding
XR_001779378.1	0.06777	noncoding
XR_001780981.2	0.11483	noncoding
XR_882217.2	0.27367	noncoding
XR_882218.2	0.27444	noncoding
XR_388954.2	0.01623	noncoding
XR_003951021.1	0.07716	noncoding
XR_880759.2	0.03537	noncoding
XR_001781715.2	0.09368	noncoding
XR_003950669.1	0.01634	noncoding
XR_881887.3	0.17015	noncoding
XR_003951591.1	0.02629	noncoding
XR_003956388.1	0.84236	coding
XR_873933.2	0.29117	noncoding
XR_003955202.1	0.59191	coding
XR_874834.3	0.03640	noncoding
XR_003955944.1	0.06151	noncoding
XR_879077.2	0.18048	noncoding
XR_869056.2	0.17295	noncoding
XR_874473.3	0.27546	noncoding
XR_001780234.1	0.04005	noncoding
XR_867759.3	0.01683	noncoding
XR_003949735.1	0.06450	noncoding
XR_870421.3	0.12088	noncoding
XR_882229.2	0.10397	noncoding
XR_001784860.1	0.24732	noncoding
XR_001781181.2	0.57479	coding
XR_003954097.1	0.18508	noncoding
XR_003948290.1	0.31677	noncoding
NR_015465.3	0.02807	noncoding
XR_003954100.1	0.49336	noncoding
XR_003948551.1	0.02715	noncoding
XR_003956390.1	0.84237	coding
XR_003949701.1	0.13866	noncoding
XR_003954615.1	0.28138	noncoding
XR_003954513.1	0.24324	noncoding
XR_003954512.1	0.25774	noncoding
XR_867509.2	0.05952	noncoding
XR_003954616.1	0.29096	noncoding
XR_003952364.1	0.03162	noncoding
XR_001780937.2	0.23476	noncoding
XR_003947750.1	0.03525	noncoding
XR_003947875.1	0.02713	noncoding
XR_003950513.1	0.23567	noncoding
XR_003951919.1	0.23381	noncoding
XR_003948283.1	0.03788	noncoding
XR_001784832.1	0.07607	noncoding
XR_882221.2	0.27289	noncoding
XR_001778825.2	0.03562	noncoding
XR_387486.4	0.02499	noncoding
XR_003946651.1	0.02177	noncoding
XR_003953119.1	0.13277	noncoding
XR_001778500.1	0.28199	noncoding
XR_003952563.1	0.04029	noncoding
XR_003946730.1	0.22485	noncoding
XR_001779205.1	0.17683	noncoding
XR_001778265.1	0.13542	noncoding
NM_178607.4	0.97300	coding
XR_001783393.2	0.11189	noncoding
XR_001779077.1	0.24436	noncoding
XR_390453.3	0.02935	noncoding
XR_003955203.1	0.24360	noncoding
XR_001785313.2	0.08760	noncoding
XR_001779206.1	0.17626	noncoding
XR_001783392.2	0.11255	noncoding
XR_003956371.1	0.04007	noncoding
XR_872872.3	0.22361	noncoding
XR_003953324.1	0.03744	noncoding
NM_001039050.1	0.23987	noncoding
XR_003955764.1	0.15659	noncoding
XR_870297.2	0.04868	noncoding
XR_001779586.2	0.08928	noncoding
XR_003954555.1	0.00291	noncoding
XR_867643.2	0.00291	noncoding
XR_003956344.1	0.24538	noncoding
XR_876756.3	0.01624	noncoding
XR_867497.3	0.02079	noncoding
XR_003951022.1	0.07437	noncoding
XR_003954090.1	0.09127	noncoding
XR_003954436.1	0.01240	noncoding
XR_871601.1	0.10435	noncoding
XR_001779007.2	0.29530	noncoding
XR_874408.1	0.03422	noncoding
XR_003956495.1	0.08850	noncoding
XR_373733.3	0.21095	noncoding
XR_003951638.1	0.01395	noncoding
XR_001783580.2	0.03546	noncoding
XR_001783394.2	0.11465	noncoding
XR_879344.3	0.07480	noncoding
XR_003948291.1	0.19454	noncoding
XR_003956321.1	0.38540	noncoding
XR_001780941.2	0.19929	noncoding
XR_876041.3	0.19455	noncoding
XR_878934.2	0.23268	noncoding
XR_879217.2	0.06112	noncoding
XR_001780665.2	0.12719	noncoding
XR_003948353.1	0.02047	noncoding
XR_003946805.1	0.15384	noncoding
XR_867506.2	0.18089	noncoding
XR_878618.2	0.04017	noncoding
XR_867510.2	0.22643	noncoding
XR_003953916.1	0.22604	noncoding
XR_874663.3	0.12303	noncoding
XR_870837.2	0.18268	noncoding
XR_870277.2	0.47989	noncoding
XR_003949764.1	0.13280	noncoding
XR_003955934.1	0.02010	noncoding
XR_003947426.1	0.06716	noncoding
XR_003953118.1	0.13553	noncoding
NM_008863.4	0.34021	noncoding
XM_030255331.1	0.62160	coding
XR_001779091.1	0.04618	noncoding
XR_001783559.2	0.17286	noncoding
XR_873492.2	0.10168	noncoding
NR_037973.2	0.08567	noncoding
NM_001190402.1	0.32407	noncoding
XR_001783395.2	0.11250	noncoding
XR_001783401.2	0.26952	noncoding
XR_001785314.2	0.07388	noncoding
XR_003948945.1	0.06022	noncoding
NM_001277221.1	0.12863	noncoding
XR_870278.1	0.48067	noncoding
XR_003954465.1	0.41385	noncoding
XR_003948256.1	0.31712	noncoding
XR_003952351.1	0.32725	noncoding
XR_373588.2	0.17325	noncoding
XR_379591.4	0.18866	noncoding
XR_865582.1	0.17425	noncoding
XR_866695.2	0.01955	noncoding
XR_003955763.1	0.30888	noncoding
XR_001783397.2	0.11663	noncoding
XR_001779126.2	0.21145	noncoding
XR_865202.2	0.03814	noncoding
XR_001785331.2	0.24474	noncoding
XR_001779793.2	0.45028	noncoding
XR_003953577.1	0.45028	noncoding
XR_872029.3	0.09532	noncoding
